time_s,value
5.437000,0.103030
5.448000,0.000000
5.460000,0.000000
5.475000,0.000000
5.486000,0.103030
5.498000,0.103030
5.510000,0.000000
5.525000,0.103030
5.537000,0.103030
5.548000,0.103030
5.560000,0.000000
5.575000,0.103030
5.586000,0.103030
5.598000,0.103030
5.609000,0.000000
5.625000,120.103030
5.642000,300.103030
5.653000,460.103030
5.664000,581.103030
5.676000,650.103030
5.693000,723.103030
5.709000,767.103030
5.726000,796.103030
5.742000,816.103030
5.758000,824.103030
5.770000,827.103030
5.781000,824.103030
5.792000,821.103030
5.803000,818.103030
5.814000,816.103030
5.825000,816.103030
5.837000,818.103030
5.848000,818.103030
5.860000,824.103030
5.875000,831.103030
5.891000,838.103030
5.902000,843.103030
5.914000,845.103030
5.925000,847.103030
5.941000,848.103030
5.952000,849.103030
5.963000,849.103030
5.975000,848.103030
5.986000,848.103030
5.997000,846.103030
6.009000,846.103030
6.024000,845.103030
6.035000,845.103030
6.046000,845.103030
6.058000,845.103030
6.069000,844.103030
6.081000,844.103030
6.092000,844.103030
6.108000,845.103030
6.119000,845.103030
6.130000,846.103030
6.141000,847.103030
6.153000,847.103030
6.164000,849.103030
6.175000,851.103030
6.186000,852.103030
6.197000,853.103030
6.209000,853.103030
6.225000,853.103030
6.236000,853.103030
6.248000,852.103030
6.259000,851.103030
6.275000,850.103030
6.292000,850.103030
6.309000,851.103030
6.325000,854.103030
6.342000,856.103030
6.359000,858.103030
6.375000,860.103030
6.386000,862.103030
6.397000,863.103030
6.408000,863.103030
6.424000,863.103030
6.435000,864.103030
6.447000,864.103030
6.458000,864.103030
6.474000,865.103030
6.486000,865.103030
6.497000,866.103030
6.509000,867.103030
6.525000,869.103030
6.541000,871.103030
6.552000,874.103030
6.564000,876.103030
6.576000,879.103030
6.591000,883.103030
6.607000,884.103030
6.618000,884.103030
6.630000,883.103030
6.642000,883.103030
6.657000,882.103030
6.669000,882.103030
6.681000,882.103030
6.693000,882.103030
6.708000,883.103030
6.719000,883.103030
6.731000,885.103030
6.743000,885.103030
6.758000,884.103030
6.769000,885.103030
6.781000,885.103030
6.792000,887.103030
6.808000,889.103030
6.824000,891.103030
6.836000,891.103030
6.848000,891.103030
6.860000,892.103030
6.875000,893.103030
6.891000,892.103030
6.902000,891.103030
6.914000,890.103030
6.926000,889.103030
6.942000,887.103030
6.958000,886.103030
6.974000,888.103030
6.991000,891.103030
7.002000,894.103030
7.014000,896.103030
7.026000,899.103030
7.041000,902.103030
7.058000,904.103030
7.074000,905.103030
7.091000,905.103030
7.102000,905.103030
7.114000,904.103030
7.126000,904.103030
7.142000,904.103030
7.158000,903.103030
7.175000,903.103030
7.191000,903.103030
7.208000,902.103030
7.219000,901.103030
7.231000,900.103030
7.243000,899.103030
7.258000,898.103030
7.274000,896.103030
7.285000,895.103030
7.297000,895.103030
7.309000,895.103030
7.325000,896.103030
7.341000,897.103030
7.358000,897.103030
7.374000,897.103030
7.391000,896.103030
7.407000,896.103030
7.424000,893.103030
7.441000,890.103030
7.457000,885.103030
7.469000,882.103030
7.481000,878.103030
7.493000,876.103030
7.508000,873.103030
7.524000,870.103030
7.541000,866.103030
7.552000,861.103030
7.563000,853.103030
7.576000,829.103030
7.591000,768.103030
7.608000,646.103030
7.624000,444.103030
7.641000,217.103030
7.658000,1.103030
7.674000,0.000000
7.690000,0.103030
7.702000,0.103030
7.714000,0.103030
7.725000,0.103030
7.741000,0.000000
7.758000,0.103030
7.774000,0.103030
7.791000,0.103030
7.808000,0.103030
7.824000,0.000000
7.841000,0.103030
7.857000,0.103030
7.868000,0.000000
7.880000,0.103030
7.892000,0.103030
7.908000,0.103030
7.924000,0.103030
7.941000,0.103030
7.957000,0.103030
7.968000,0.000000
7.980000,0.103030
7.991000,0.103030
8.008000,0.103030
8.024000,0.103030
8.041000,0.103030
8.057000,0.103030
8.068000,0.103030
8.080000,0.103030
8.092000,146.103030
8.108000,356.103030
8.124000,534.103030
8.141000,627.103030
8.157000,674.103030
8.168000,707.103030
8.180000,730.103030
8.192000,748.103030
8.207000,765.103030
8.224000,783.103030
8.241000,802.103030
8.257000,818.103030
8.274000,828.103030
8.290000,834.103030
8.302000,839.103030
8.313000,846.103030
8.325000,851.103030
8.341000,856.103030
8.358000,859.103030
8.374000,861.103030
8.391000,860.103030
8.407000,857.103030
8.423000,853.103030
8.435000,852.103030
8.447000,850.103030
8.459000,851.103030
8.473000,853.103030
8.485000,854.103030
8.497000,857.103030
8.508000,862.103030
8.523000,868.103030
8.535000,872.103030
8.547000,874.103030
8.559000,875.103030
8.574000,876.103030
8.591000,878.103030
8.607000,878.103030
8.624000,875.103030
8.641000,873.103030
8.657000,873.103030
8.673000,873.103030
8.685000,874.103030
8.696000,876.103030
8.709000,877.103030
8.723000,879.103030
8.740000,879.103030
8.751000,877.103030
8.763000,874.103030
8.775000,870.103030
8.790000,864.103030
8.807000,862.103030
8.818000,863.103030
8.830000,865.103030
8.842000,866.103030
8.857000,869.103030
8.873000,873.103030
8.890000,876.103030
8.906000,874.103030
8.918000,871.103030
8.930000,869.103030
8.942000,869.103030
8.957000,868.103030
8.974000,870.103030
8.990000,873.103030
9.006000,874.103030
9.018000,876.103030
9.030000,876.103030
9.042000,875.103030
9.056000,874.103030
9.068000,874.103030
9.080000,874.103030
9.092000,876.103030
9.107000,877.103030
9.124000,879.103030
9.140000,881.103030
9.157000,884.103030
9.174000,885.103030
9.190000,885.103030
9.201000,883.103030
9.213000,883.103030
9.225000,883.103030
9.240000,884.103030
9.257000,885.103030
9.273000,884.103030
9.290000,878.103030
9.307000,874.103030
9.323000,874.103030
9.339000,875.103030
9.351000,878.103030
9.362000,882.103030
9.374000,885.103030
9.390000,887.103030
9.406000,887.103030
9.417000,884.103030
9.429000,873.103030
9.442000,858.103030
9.456000,831.103030
9.473000,828.103030
9.490000,833.103030
9.507000,840.103030
9.524000,843.103030
9.539000,845.103030
9.551000,845.103030
9.563000,839.103030
9.575000,819.103030
9.590000,777.103030
9.606000,704.103030
9.617000,622.103030
9.629000,531.103030
9.642000,419.103030
9.657000,111.103030
9.673000,0.103030
9.690000,0.000000
9.706000,0.103030
9.723000,0.000000
9.734000,0.103030
9.746000,0.103030
9.758000,0.103030
9.773000,0.103030
9.790000,0.103030
9.807000,0.103030
9.823000,0.000000
9.839000,0.103030
9.851000,0.000000
9.862000,0.000000
9.874000,0.000000
9.890000,0.103030
9.907000,0.000000
9.923000,0.103030
9.939000,0.103030
9.955000,0.103030
9.967000,0.000000
9.979000,0.000000
