time_s,value
5.406000,0.000497
5.423000,0.000497
5.440000,0.000497
5.456000,0.000497
5.473000,0.000497
5.490000,0.000497
5.506000,0.000000
5.523000,0.000497
5.539000,0.000497
5.556000,0.000497
5.573000,0.000497
5.590000,0.000000
5.606000,0.000497
5.617000,0.000000
5.628000,0.000497
5.640000,0.000000
5.656000,0.000497
5.667000,0.000497
5.678000,0.000497
5.690000,0.000000
5.705000,0.000497
5.717000,0.000000
5.728000,0.000497
5.740000,0.000000
5.755000,0.000497
5.767000,0.000497
5.778000,0.000497
5.790000,0.000000
5.805000,0.000000
5.817000,0.000497
5.828000,0.000000
5.840000,0.000497
5.855000,0.000497
5.867000,0.000497
5.878000,0.000000
5.890000,0.000497
5.904000,0.000497
5.916000,0.000000
5.927000,0.000497
5.939000,0.000497
5.954000,0.000497
5.966000,0.000000
5.977000,0.000000
5.989000,0.000497
6.004000,0.000497
6.016000,0.000497
6.028000,0.000497
6.039000,0.000497
6.054000,0.000497
6.066000,0.000497
6.077000,0.000497
6.088000,0.000497
6.100000,0.000497
6.112000,0.000000
6.123000,0.000000
6.138000,0.000000
6.149000,0.000497
6.161000,0.000000
6.173000,0.000497
6.187000,0.000497
6.199000,0.000497
6.211000,0.000497
6.223000,0.000497
6.237000,0.000497
6.249000,0.000497
6.260000,0.000497
6.272000,0.000497
6.283000,0.000497
6.295000,0.000497
6.307000,0.000497
6.321000,0.000497
6.332000,0.000497
6.344000,0.000497
6.356000,0.000497
6.371000,0.000000
6.383000,0.000497
6.394000,0.000497
6.406000,0.000497
6.420000,0.000497
6.432000,0.475497
6.444000,1.360497
6.456000,2.150497
6.471000,2.910497
6.482000,3.435497
6.494000,3.750497
6.506000,4.025497
6.522000,4.240497
6.533000,4.350497
6.545000,4.435497
6.557000,4.510497
6.572000,4.575497
6.588000,4.620497
6.600000,4.655497
6.611000,4.685497
6.623000,4.705497
6.639000,4.720497
6.655000,4.740497
6.666000,4.745497
6.678000,4.750497
6.690000,4.755497
6.705000,4.765497
6.722000,4.770497
6.733000,4.770497
6.745000,4.775497
6.757000,4.775497
6.772000,4.780497
6.788000,4.785497
6.800000,4.785497
6.811000,4.790497
6.823000,4.790497
6.839000,4.795497
6.855000,4.795497
6.872000,4.800497
6.889000,4.795497
6.906000,4.800497
6.923000,4.800497
6.939000,4.800497
6.956000,4.800497
6.973000,4.800497
6.989000,4.800497
7.006000,4.800497
7.022000,4.800497
7.039000,4.800497
7.056000,4.800497
7.072000,4.800497
7.089000,4.800497
7.105000,4.800497
7.121000,4.800497
7.133000,4.800497
7.145000,4.800497
7.157000,4.800497
7.172000,4.800497
7.188000,4.800497
7.199000,4.800497
7.211000,4.795497
7.223000,4.795497
7.238000,4.795497
7.249000,4.795497
7.261000,4.795497
7.273000,4.795497
7.289000,4.795497
7.306000,4.795497
7.322000,4.795497
7.339000,4.790497
7.356000,4.785497
7.372000,4.780497
7.389000,4.775497
7.406000,4.770497
7.422000,4.760497
7.440000,4.750497
7.456000,4.735497
7.472000,4.720497
7.488000,4.685497
7.506000,4.615497
7.522000,4.485497
7.539000,4.260497
7.555000,3.755497
7.572000,2.540497
7.589000,0.010497
7.605000,0.000497
7.622000,0.000000
7.639000,0.000497
7.655000,0.000497
7.672000,0.000000
7.689000,0.000497
7.705000,0.000497
7.721000,0.000000
7.732000,0.000497
7.744000,0.000000
7.755000,0.000000
7.772000,0.000497
7.788000,0.000497
7.805000,0.000497
7.821000,0.000497
7.832000,0.000497
7.844000,0.000000
7.856000,0.000497
7.872000,0.000497
7.888000,0.000497
7.905000,0.000497
7.921000,0.000497
7.938000,0.000497
7.955000,0.000497
7.972000,0.000000
7.988000,0.000000
8.005000,0.000497
8.022000,0.000497
8.039000,0.000497
8.055000,0.000497
8.071000,0.000497
8.088000,0.000497
8.099000,0.000497
8.111000,0.000497
8.122000,0.000497
8.138000,0.000497
8.149000,0.000497
8.161000,0.000497
8.173000,0.000000
8.188000,0.000497
8.205000,1.970497
8.222000,3.155497
8.238000,3.775497
8.255000,4.055497
8.272000,4.235497
8.288000,4.355497
8.305000,4.430497
8.322000,4.500497
8.338000,4.550497
8.355000,4.590497
8.372000,4.615497
8.388000,4.635497
8.405000,4.645497
8.421000,4.650497
8.438000,4.660497
8.454000,4.665497
8.471000,4.665497
8.482000,4.665497
8.494000,4.670497
8.506000,4.670497
8.521000,4.675497
8.538000,4.680497
8.555000,4.680497
8.572000,4.685497
8.588000,4.685497
8.605000,4.685497
8.621000,4.690497
8.638000,4.685497
8.655000,4.685497
8.671000,4.685497
8.688000,4.685497
8.705000,4.680497
8.722000,4.680497
8.738000,4.680497
8.754000,4.675497
8.771000,4.675497
8.787000,4.675497
8.799000,4.675497
8.810000,4.675497
8.822000,4.675497
8.838000,4.675497
8.854000,4.670497
8.871000,4.655497
8.888000,4.650497
8.905000,4.635497
8.921000,4.625497
8.938000,4.615497
8.955000,4.610497
8.972000,4.610497
8.988000,4.605497
9.004000,4.605497
9.021000,4.605497
9.038000,4.605497
9.054000,4.610497
9.071000,4.615497
9.087000,4.620497
9.098000,4.625497
9.110000,4.630497
9.122000,4.630497
9.138000,4.630497
9.155000,4.630497
9.171000,4.630497
9.182000,4.625497
9.193000,4.625497
9.205000,4.625497
9.221000,4.625497
9.238000,4.625497
9.254000,4.625497
9.271000,4.625497
9.287000,4.630497
9.304000,4.630497
9.315000,4.630497
9.327000,4.630497
9.339000,4.630497
9.354000,4.630497
9.371000,4.630497
9.388000,4.630497
9.404000,4.625497
9.421000,4.625497
9.437000,4.620497
9.454000,4.615497
9.471000,4.615497
9.487000,4.610497
9.504000,4.605497
9.521000,4.605497
9.537000,4.600497
9.554000,4.600497
9.571000,4.600497
9.587000,4.595497
9.604000,4.595497
9.621000,4.590497
9.637000,4.590497
9.654000,4.585497
9.671000,4.580497
9.687000,4.580497
9.698000,4.580497
9.710000,4.580497
9.722000,4.580497
9.737000,4.580497
9.753000,4.570497
9.765000,4.565497
9.776000,4.560497
9.788000,4.555497
9.804000,4.545497
9.820000,4.525497
9.831000,4.505497
9.843000,4.460497
9.855000,4.400497
9.871000,4.285497
9.888000,4.020497
9.904000,3.555497
9.921000,2.785497
9.937000,1.120497
9.954000,0.000497
9.970000,0.000497
