time_s,value
7.116000,2.843434
7.128000,2.928434
7.144000,3.028434
7.160000,3.153434
7.177000,3.273434
7.193000,3.388434
7.204000,3.428434
7.216000,3.458434
7.228000,3.468434
7.243000,3.473434
7.254000,3.468434
7.266000,3.448434
7.278000,3.433434
7.293000,3.373434
7.310000,3.348434
7.321000,3.368434
7.333000,3.428434
7.345000,3.483434
7.360000,3.543434
7.376000,3.588434
7.388000,3.623434
7.399000,3.648434
7.412000,3.668434
7.427000,3.683434
7.443000,3.693434
7.454000,3.698434
7.466000,3.708434
7.477000,3.713434
7.493000,3.718434
7.510000,3.723434
7.526000,3.738434
7.543000,3.753434
7.559000,3.763434
7.571000,3.773434
7.583000,3.773434
7.595000,3.778434
7.610000,3.773434
7.627000,3.768434
7.643000,3.763434
7.654000,3.758434
7.666000,3.758434
7.678000,3.758434
7.693000,3.758434
7.710000,3.758434
7.726000,3.758434
7.737000,3.763434
7.749000,3.753434
7.761000,3.748434
7.776000,3.748434
7.787000,3.753434
7.799000,3.753434
7.812000,3.763434
7.827000,3.768434
7.843000,3.773434
7.854000,3.778434
7.866000,3.783434
7.878000,3.788434
7.893000,3.788434
7.904000,3.788434
7.916000,3.788434
7.927000,3.783434
7.943000,3.778434
7.959000,3.773434
7.976000,3.778434
7.987000,3.778434
7.999000,3.778434
8.011000,3.778434
8.026000,3.783434
8.042000,3.788434
8.054000,3.793434
8.066000,3.798434
8.078000,3.798434
8.093000,3.793434
8.110000,3.783434
8.126000,3.788434
8.143000,3.788434
8.160000,3.788434
8.176000,3.783434
8.193000,3.783434
8.209000,3.783434
8.221000,3.788434
8.233000,3.788434
8.245000,3.783434
8.259000,3.778434
8.270000,3.768434
8.282000,3.763434
8.294000,3.758434
8.310000,3.753434
8.326000,3.748434
8.337000,3.748434
8.349000,3.748434
8.360000,3.748434
8.376000,3.753434
8.393000,3.763434
8.409000,3.773434
8.420000,3.778434
8.432000,3.783434
8.445000,3.783434
8.460000,3.788434
8.476000,3.788434
8.487000,3.788434
8.498000,3.788434
8.510000,3.783434
8.526000,3.778434
8.543000,3.773434
8.559000,3.768434
8.576000,3.773434
8.587000,3.778434
8.599000,3.783434
8.611000,3.788434
8.625000,3.793434
8.637000,3.798434
8.649000,3.793434
8.661000,3.793434
8.676000,3.793434
8.693000,3.793434
8.709000,3.788434
8.725000,3.788434
8.737000,3.788434
8.749000,3.788434
8.761000,3.793434
8.775000,3.793434
8.787000,3.793434
8.799000,3.798434
8.811000,3.793434
8.826000,3.793434
8.842000,3.793434
8.853000,3.793434
8.865000,3.793434
8.878000,3.788434
8.893000,3.788434
8.909000,3.788434
8.926000,3.793434
8.942000,3.798434
8.953000,3.803434
8.965000,3.803434
8.978000,3.803434
8.993000,3.798434
9.009000,3.793434
9.025000,3.793434
9.037000,3.793434
9.049000,3.793434
9.061000,3.798434
9.076000,3.803434
9.092000,3.808434
9.103000,3.813434
9.115000,3.813434
9.127000,3.813434
9.142000,3.813434
9.159000,3.808434
9.175000,3.803434
9.192000,3.803434
9.203000,3.808434
9.215000,3.813434
9.228000,3.813434
9.242000,3.818434
9.259000,3.818434
9.275000,3.813434
9.287000,3.808434
9.299000,3.808434
9.311000,3.808434
9.325000,3.808434
9.337000,3.813434
9.349000,3.823434
9.361000,3.823434
9.376000,3.823434
9.392000,3.823434
9.408000,3.813434
9.420000,3.808434
9.432000,3.803434
9.444000,3.803434
9.459000,3.803434
9.470000,3.808434
9.482000,3.813434
9.494000,3.818434
9.509000,3.823434
9.525000,3.823434
9.537000,3.818434
9.549000,3.813434
9.560000,3.803434
9.576000,3.803434
9.592000,3.803434
9.604000,3.813434
9.615000,3.818434
9.628000,3.823434
9.642000,3.823434
9.659000,3.818434
9.676000,3.813434
9.692000,3.793434
9.709000,3.768434
9.725000,3.743434
9.736000,3.723434
9.748000,3.718434
9.761000,3.713434
9.776000,3.703434
9.792000,3.678434
9.809000,3.668434
9.825000,3.673434
9.842000,3.658434
9.853000,3.643434
9.865000,3.628434
9.877000,3.623434
9.892000,3.583434
9.909000,3.558434
9.925000,3.513434
9.936000,3.483434
9.948000,3.423434
9.961000,3.283434
9.975000,3.093434
